alias,productName,productNameAmh,instituteName,minimumBalance,repaymentOptions,collateralRequirements,financialGoals,loanCalculatorEnabled,term,isFeatured,digital,loanPurpose,processingFees,showonHomepage,interestPaymentPeriod,description,prepaymentPenalties,membershipRequired,openingBalance,category,interestMin,creditScoreRequirement,mandatorySaving,loanAmount,genderBased,instituteId,currency,interestMax,repaymentFrequency,subCategory,productType,disbursementTime,eligibilityCriteria,interestFree,insuranceRequirements,latePaymentPenalties
Retail-Automobile-Loan(RAL),Retail Automobile Loan,,Wegagen Bank,0,,,,,0,,FALSE,This is a type of loan that is extended to permanent staff of the entities which have MOU agreement with Wegagen Bank for purchasing of automobile.,0,,Monthly,This is a type of loan that is extended to permanent staff of the entities which have MOU agreement with Wegagen Bank for purchasing of automobile.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Employer of the applicants should be generating FCY regularly or have large and stable depositor of Wegagen Bank. Applicants who fulfils General and specific eligibility Criteria of the Bank.,FALSE,,0
Construction-Machineries-Loan(CML),Construction Machineries Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"Is a loan extended in the form of term loan for the purchase of new construction machineries – dozers, graders, loaders, excavators, scrapers, rollers, asphalt pavers, crushers, concrete batching plants, concrete pavers, cranes, drilling rigs, wagon drills, chip spreaders, and concrete mixer mounted on trucks.  This loan however does not include the cost of spare parts.",0,,Monthly,"Is a loan extended in the form of term loan for the purchase of new construction machineries – dozers, graders, loaders, excavators, scrapers, rollers, asphalt pavers, crushers, concrete batching plants, concrete pavers, cranes, drilling rigs, wagon drills, chip spreaders, and concrete mixer mounted on trucks.  This loan however does not include the cost of spare parts.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,,FALSE,,0
Diaspora-loans-(DL),Diaspora loans ,,Oromia Bank,0,,,,,0,,FALSE,"a loan package that comprises mortgage loans, automobile loans, personal loans, business loans (working capital), and project financing for diasporas.",0,,Monthly,"a loan package that comprises mortgage loans, automobile loans, personal loans, business loans (working capital), and project financing for diasporas.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,"•	The customer shall give his/her consent and willingness in writing his/her to contribute the required equity amount and/or the loan installment payment in foreign currency (USD, Euro and GBP); •	The applicant shall present valid proof of identity card; •	The loan shall be backed by acceptable collateral. •	The applicant and his/her spouse shall provide tax identification number (TIN) certificate",FALSE,,0
Business-Loan(BL),Business Loan,,Oromia Bank,0,,,,,0,,FALSE,"Business loan is provided to both working capital requirements and project financing needs. Additionally, an Overdraft Credit (OD) Facility is available, offering a fluctuating, short-term credit facility exclusively for working capital purposes",0,,Monthly,"Business loan is provided to both working capital requirements and project financing needs. Additionally, an Overdraft Credit (OD) Facility is available, offering a fluctuating, short-term credit facility exclusively for working capital purposes",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,Regular,FALSE,,0
Revolving-Merchandise-Loan(rML),Revolving Merchandise Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"borrower is allowed to use up to the limit set by the bank for a specific period. It is renewable subject to proper utilization of the facility. It has to show adequate turnover and swing. In the case of revolving merchandise loan, the bank encourages releasing of the merchandise items be based on the principle of first-in first–out",0,,Monthly,"borrower is allowed to use up to the limit set by the bank for a specific period. It is renewable subject to proper utilization of the facility. It has to show adequate turnover and swing. In the case of revolving merchandise loan, the bank encourages releasing of the merchandise items be based on the principle of first-in first–out",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Business,FALSE,,0
Retail-loan-for-purchase-of-residential-building(RLFRB),Retail loan for purchase of residential building,,Wegagen Bank,0,,,,,0,,FALSE,This is a type of loan that is extended to permanent staff of the entities which have MOU agreement with Wegagen Bank for purchasing of new residential building,0,,Monthly,This is a type of loan that is extended to permanent staff of the entities which have MOU agreement with Wegagen Bank for purchasing of new residential building,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Employer of the applicants should be generating FCY regularly or have large and stable depositor of Wegagen Bank Applicants who fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Oridnary-Saving(OS),Oridnary Saving,,Bank of Abyssinia,25,,,,,,,TRUE,,,,Monthly,"•	It is an interest-bearing account which is compounded monthly",,FALSE,0,Standard,0,,,,FALSE,g,,0,,,Saving,,Regular,FALSE,,
Asrat-Bekurat-Saving-Account(ABSA),Asrat Bekurat Saving Account,,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,Asrat Bekurat is a saving account in which you spend an amount of your salary or what you get for your church or any other religious activity. Everybody who has a salary account at Tsehay Bank can directly transfer ten percent of his salary or income as a deposit to his Asrat Bekurat account,,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Regular,FALSE,,
Personal-Saving(PS),Personal Saving,,Zemen Bank,5000,,,,,,,FALSE,,,,Yearly,"Zemen Bank's personal Banking account category offers customers to setup and maintain accounts and are offred basic banking service inluding online, ATM and SMS banking",,FALSE,5000,Standard,7,,,,FALSE,B,,7,,,Saving,,Regular,FALSE,,
Children’s-Savings-Account(CSA),Children’s Savings Account,,Berhan Bank,101,,,,,,,FALSE,,,,Yearly,"This product is designed to encourage parents to save for their children’s future needs.  •	It is like a trust fund account that matures upon the child reaching 18 years of age",,FALSE,50,targeted,0,,,,FALSE,1kOT4VpC,,0,,,Saving,,"•	A proper letter of application submitted by the parent/ guardian on behalf of the minor is required to open the account",FALSE,,
Handhuura-Children-Savings-Account(HCSA),Handhuura Children Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"Handhura Children Savings Account is specifically designed to empower parents and guardians to save for their children under 18 years of age while simultaneously nurturing a culture of saving and instilling the value of financial prudence early on, thereby fostering smart financial habits for life.",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,"•	The parent or guardian must provide documents such as the birth certificate of the minor, along with two passport-size photos of the child and the parent or guardian. In the case of a guardian, a letter of appointment by the court is required.",FALSE,,
Agricultural-Investment-Loan(AIL),Agricultural Investment Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"It is a short to long term loan granted for working capital needs as well as purchase or lease of buildings, agro-processing machineries, equipment (such as water pumps, generators, combine harvesters, tractors, vehicles, coffee processing machines, etc.), plant and animal production (dairy, poultry, and livestock fattening activities) in small/medium/large-scale farming, construction of storage facilities, etc.",0,,Monthly,"It is a short to long term loan granted for working capital needs as well as purchase or lease of buildings, agro-processing machineries, equipment (such as water pumps, generators, combine harvesters, tractors, vehicles, coffee processing machines, etc.), plant and animal production (dairy, poultry, and livestock fattening activities) in small/medium/large-scale farming, construction of storage facilities, etc.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Agriculture related,FALSE,,0
Siinqee--Women-Savings-Account(SWSA),Siinqee -Women Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,The Siinqee Women Savings Account is designed exclusively for women and aims to promote their saving habits and economic empowerment,,FALSE,0,Standard,0,,,,TRUE,y,,0,,,Saving,,women,FALSE,,
Education-Saving-Account(ESA),Education Saving Account,,Bank of Abyssinia,0,,,,,,,FALSE,,,,Yearly,BoA believes education to be a fundamental tool in achieving success and considers it to be the way out of poverty. The education saving account attests to that belief,,FALSE,0,Standard,0,,,,FALSE,g,,0,,,Saving,,age is between 14 and 18,FALSE,,
Foreign-Currency-Saving-Account(FCSA),Foreign Currency Saving Account,,Wegagen Bank,0,,,,,,,FALSE,,,,Monthly,Foreign Currency Saving Account,,FALSE,50,Standard,11,,,,FALSE,h,,0,,,Saving,,"Residents of Ethiopia, non -resident Ethiopian and Non-resident Ethiopian origin",FALSE,,
Gudunfa-Savings-Accounts(GSA),Gudunfa Savings Accounts,,Cooperative Bank Of Oromia,0,,,,,,,FALSE,,,,Yearly,Gudunfa is a type of deposit where customers request for a special “Saving Box” in which they deposit money on a piecemeal basis at their business premises. The Gudunfa (Saving Box) is brought to the bank’s branch that served it at a certain time interval to be deposited to the customer’s account.,,FALSE,350,Standard,0,,,,FALSE,a2yoGtTc,,0,,,Saving,,Regular,FALSE,,
Accounts-for-Minors(AM),Accounts for Minors,,Bank of Abyssinia,0,,,,,,,FALSE,,,,Yearly," instilling the habit of saving into the minds of your children. Your saving teaches them the importance of it and the earlier you do it, the better they learn.  It is an account that can be opened for individuals whose age is below 18 by their parent(s) or legal guardian. ",,FALSE,0,targeted,0,,,,FALSE,g,,0,,,Saving,,Minors,FALSE,,
Revolving-Pre-Shipment-Credit-Facility(RPSCF),Revolving Pre-Shipment Credit Facility,,Tsehay Bank,0,,,,,0,,FALSE,,0,,Monthly," Revolving pre-shipment facility is approved to exporters by assigning a limit for a year. ➧ The loan contract for revolving pre-shipment facility should not be made for each advance; rather the contract shall be concluded once for the total facility limit. ➧ Revolving pre-shipment facility shall be renewable every year and the tenure of each advance shall be six months. ➧ When a limit is approved, the sum of all outstanding advances on import bills shall not exceeded the approved limit",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,,FALSE,,0
Diaspora-Direct-Investments-Movable-Economic-Asset-Financing(DDIMEAF),Diaspora Direct Investments Movable Economic Asset Financing,,Hibret Bank,0,,,,,0,,FALSE,"Movable Economic Asset Financing is a financing option extended to cover the partial cost to purchase Transport vehicles, Equipments, and Construction Machineries used for rental or operational purposes with the intent to generate income",0,,Monthly,"Movable Economic Asset Financing is a financing option extended to cover the partial cost to purchase Transport vehicles, Equipments, and Construction Machineries used for rental or operational purposes with the intent to generate income",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,,FALSE,,0
Diaspora-Personal-Loan(DPL),Diaspora Personal Loan,,Hibret Bank,0,,,,,0,,FALSE,"This is a type of loan that is extended for personal use; such as for the purchase of household items, home renovation, car maintenance, education, medical help, cover wedding costs etc",0,,Yearly,"This is a type of loan that is extended for personal use; such as for the purchase of household items, home renovation, car maintenance, education, medical help, cover wedding costs etc",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,,FALSE,,0
Prestige-Banking(PB),Prestige Banking,,Zemen Bank,100000,,,,,,,FALSE,,,,Yearly,"The representative will handle all your transactions and banking needs in private, backed by our information technology system and fully informed of your personal banking needs.",,FALSE,0,targeted,0,,,,FALSE,B,,0,,,Saving,,,FALSE,,
Special-Saving-Account(SSA),Special Saving Account,,NIB INTERNATIONAL BANK,0,,,,,,,FALSE,,,,Yearly,This account is a saving account established for those who are interested to save with interest and also effect payments through cheques,,FALSE,0,Standard,0,,,,FALSE,,,0,,,Saving,,Regular,FALSE,,
Oro-Current/-Checking-Account(OCA),Oro Current/ Checking Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,Oro Checking Account is a product to carry out routine banking transactions with third parties and provide easy access to money from any of our branches countrywide or on our online real-time platform.,,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Building-Construction-Term-Loans(BCTL),Building Construction Term Loans,,Wegagen Bank,0,,,,,0,,FALSE,Provides financing for new or under construction buildings,0,,Monthly,"•	Extends loan extended for new and under construction building for commercial, residential, schools, hospitals, factories, hotel",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfil general and specific eligibility Criteria of the Bank,FALSE,,0
Fixed-Time-Deposit(FTD),Fixed Time Deposit,,Cooperative Bank Of Oromia,500000,,,,,,,FALSE,,,,Yearly,Fixed time deposit is a type of deposit which is accepted for a certain fixed period of time with negotiable interest rate. The rates of interest vary according to the duration of the deposit received and calculated only for the duration of the certificate of deposit,,FALSE,0,targeted,0,,,,FALSE,a2yoGtTc,,0,,,Saving,,Regular,FALSE,,
Revolving-Export-Credit-Facility(RECF),Revolving Export Credit Facility,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"Revolving Export Credit Facility is an advance extended to exporters to bridge their temporary working capital requirement upon presentation of all valid and acceptable export documents, except a bill of loading. The Revolving Export Credit Facility loan amount to be advanced is up to a maximum of 90% depending on the financial strength and track record of the customer.",0,,Monthly,"Revolving Export Credit Facility is an advance extended to exporters to bridge their temporary working capital requirement upon presentation of all valid and acceptable export documents, except a bill of loading. The Revolving Export Credit Facility loan amount to be advanced is up to a maximum of 90% depending on the financial strength and track record of the customer.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Businesses,FALSE,,0
NIB-Donation-Saving-Account(NDSA),NIB Donation Saving Account,,NIB INTERNATIONAL BANK,0,,,,,,,FALSE,,,,Yearly,"NIB Donation saving account is saving product intended for encouraging individuals, group of people or firms who wish to make donations",,FALSE,0,targeted,0,,,,FALSE,,,0,,,Saving,,"individuals, group of people or firms ",FALSE,,
Teenagers-Saving-Account-(Tesfa)(TSA),Teenagers Saving Account (Tesfa),ተስፋ,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,Account for Teenagers between the age of 14 and 18 ,,FALSE,0,Standard,0,,,,FALSE,KFjxByv9,,0,,,Saving,, Teenagers between the age of 14 and 18 and generates their own income and ➧ Others (those who do not have their own source of income) can open the account with their parents or guardians.,FALSE,,
Merchandise-Loans-against-Import-Document(MLID),Merchandise Loans against Import Document,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"Exceptionally availed against goods in transit supported by import documents to its prominent customers. In such cases, a complete set of documents such as bills of loading, truck/air/rail waybills, commercial invoices, certificate of origin, insurance certificate, packing list, and other related documents should be submitted to the bank",0,,Monthly,"Exceptionally availed against goods in transit supported by import documents to its prominent customers. In such cases, a complete set of documents such as bills of loading, truck/air/rail waybills, commercial invoices, certificate of origin, insurance certificate, packing list, and other related documents should be submitted to the bank",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Business,FALSE,,0
Sorama---Retirement-Savings-account(SRSA),Sorama - Retirement Savings account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"The Oro Retirement Account, also known as the Seniors Account, provides complimentary banking services to individuals aged 60 years and older.",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,aged 60 years and older,FALSE,,
Overdraft-Account(OA),Overdraft Account,,Bank of Abyssinia,0,,,,,,,FALSE,,,,Yearly,The overdraft account allows account holders to continue withdrawing money even when their account has no funds in it or has insufficient funds to cover the amount of the withdrawal,,FALSE,0,Standard,0,,,,FALSE,g,,0,,,Saving,,Regular,FALSE,,
Nigat-(Women)-Saving-Account(NWSA),Nigat (Women) Saving Account,,Wegagen Bank,0,,,,,,,TRUE,,,,Yearly,Saving account that encourages and simplifies banking for women in all spectrum of life.,,FALSE,0,Standard,0,,,,TRUE,h,,0,,,Saving,,women,FALSE,,
Salary-Saving-Account(SSA),Salary Saving Account,,Tsehay Bank,25,,,,,,,FALSE,,,,Monthly,Salary Account is a saving account at Tsehay Bank which mainly benefits the employees with various packages,,FALSE,0,Standard,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Employer shall have current or saving account at Tsehay Bank,FALSE,,
Short-Term-Loan(STL),Short Term Loan,,Berhan Bank,0,,,,,0,,FALSE,"It is provided as working capital, for acquiring income-producing assets (machinery, equipment, and inventory) that generate cash flows for the repayment of the loan.",0,,Monthly,"It is provided as working capital, for acquiring income-producing assets (machinery, equipment, and inventory) that generate cash flows for the repayment of the loan.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,1kOT4VpC,,0,,,Credit,,,FALSE,,0
Regular-Saving(RS),Regular Saving,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"This standard savings account is interest bearing, and yields the minimum interest rate for customers. It provides customers with a liquid savings account, enabling on-demand deposit and withdrawal. The accounts are short-term flexible savings, when there is no particular timeline for withdrawal bearing interest on the minimum balance",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Motor-Vehicle-Loan(MVL),Motor Vehicle Loan,,Oromia Bank,0,,,,,0,,FALSE,"Automobile loan facilitate the acquisition of brand new or used automobiles, solely for non-commercial purposes.",0,,Monthly,"Automobile loan facilitate the acquisition of brand new or used automobiles, solely for non-commercial purposes.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,Regular,FALSE,,0
Pre-shipment-Loan(PSL),Pre-shipment Loan,,Berhan Bank,0,,,,,0,,FALSE,"Pre-shipment export credit facility is a type of loan extended for the purchase of raw materials, processing and converting them into finished goods, warehousing, packing, transporting the goods until the time of shipment.",0,,Monthly,"Pre-shipment export credit facility is a type of loan extended for the purchase of raw materials, processing and converting them into finished goods, warehousing, packing, transporting the goods until the time of shipment.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,1kOT4VpC,,0,,,Credit,,,FALSE,,0
Diaspora-Direct-Investments-Real-Estate(DDIRE),Diaspora Direct Investments Real Estate,,Hibret Bank,0,,,,,0,,FALSE,DDI-Real Estate loan is extended for real estate developers to be used for building residential or commercial buildings for rent or sale,0,,Monthly,DDI-Real Estate loan is extended for real estate developers to be used for building residential or commercial buildings for rent or sale,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,". In order to qualify for the service, developers are expected to have an equity contribution made in foreign currency.",FALSE,,0
Special-Blocked-Saving-Account(SBSA),Special Blocked Saving Account,,Hibret Bank,200000,,,,,,,FALSE,,,,Yearly,"Interest-bearing saving account that must contain a minimum blocked deposit amount from the total savings, not allowed for indiscriminate withdrawal until the tenure agreement agreed upon by the Bank and the customer ends. Interest rates for this saving account will differ in accordance with the total amount deposited and tenure",,FALSE,200000,Standard,0,,,,FALSE,E,,0,,,Saving,,"•	Natural Persons (Individual customers) or legal Persons",FALSE,,
Special-Saving-Account(SSA),Special Saving Account,,Bank of Abyssinia,100,,,,,,,TRUE,,,,Yearly,"This is an interest-bearing account operated by cheques, drawn up to a frequency of five withdrawals per month for eligibility of interest payment.  ",,FALSE,500,Standard,0,,,,FALSE,g,,0,,,Saving,,Regular,FALSE,,
Diaspora-Automobile-Loan(DAL),Diaspora Automobile Loan,,Wegagen Bank,0,,,,,0,,FALSE,It is a provided for Ethiopians residing abroad and /or foreign nationals of Ethiopian origin to finance the purchase of new/used automobile both for personal use (Code 02) and business purpose (Code 03) in the country.,0,,Monthly,It is a provided for Ethiopians residing abroad and /or foreign nationals of Ethiopian origin to finance the purchase of new/used automobile both for personal use (Code 02) and business purpose (Code 03) in the country.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Executive-Special-Saving-Account(ESSA),Executive Special Saving Account,,Zemen Bank,100001,,,,,,,FALSE,,,,Yearly,"This product is a saving account designed for executives or senior managers of different private, government and Non-Governmental organization",,FALSE,10000,targeted,0,,,,FALSE,B,,0,,,Saving,,,FALSE,,
Goh-Child-Trust-Account(GCTA),Goh Child Trust Account,,Wegagen Bank,0,,,,,,,TRUE,,,,Yearly,Saving scheme that imparts and encourages the saving habit of children. Parents/ guardians are required to open the account on behalf of the child/children under their care for future use when the child/children turn 18 or older,,FALSE,0,Standard,7.5,,,,FALSE,h,,0,,,Saving,,Under 18,FALSE,,
Investment-Solution-Account(ISA),Investment Solution Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"An investment solution account is a specialized savings account designed for individuals or organizations with regular incomes to systematically save a fixed amount of money each month, aiming to accumulate a predetermined sum over a fixed period while earning an attractive interest rate",,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Provident-Fund-Saving-Account(PFSA),Provident Fund Saving Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,"Long term interest-earning savings account maintained in the name of individual staff members of an organization, being made up of contributions of the individual staff and the organizations itself",,FALSE,0,targeted,0,,,,FALSE,E,,0,,,Saving,,"•	Legal persons (organizations and Institutions)",FALSE,,
Daboo-Savings-Account(DSA),Daboo Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"Daboo Savings Account is a special product provided to clubs, cooperative societies, associations, Iddir, Mahiber, and different indigenous self-help groups",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,"Minutes of the executive committee •	Copy of Article of Association/Business formation documents •	Certificate of registration issued by appropriate organizing authority. •	Valid ID for each signatory. •	TIN (Taxpayers identification number",FALSE,,
Fixed-Time-Account(FTA),Fixed Time Account,,Bank of Abyssinia,100000,,,,,,,FALSE,,,,Yearly,"Fixed time deposit accounts are accounts that can be created by customers for a limited time. In this case, the fixed amount must at least be 6 months.  For customers who are interested in yielding a higher interest rate in a short period of time, a fixed time deposit is the perfect account as it delivers a higher rate of interest than a regular savings account",,FALSE,0,targeted,0,,,,FALSE,g,,0,,,Saving,,the fixed amount must at least be 6 months,FALSE,,
New-Born-Baby(NBB),New Born Baby,,NIB INTERNATIONAL BANK,0,,,,,,,FALSE,,,,Yearly,to teach kids,,FALSE,0,Standard,0,,,,FALSE,,,0,,,Saving,,for parents with kids,FALSE,,
Overdraft-Facility(OF),Overdraft Facility,,Tsehay Bank,0,,,,,0,,FALSE,"Overdraft facilities are extended to support working capital of businesses with voluminous transactions like: manufacturing, import, export and domestic trade, etc",0,,Monthly,"Overdraft facility is a form of credit facility by which a customer may be allowed to draw beyond the deposits of its current accounts for the day-to-day operational needs of a viable and ongoing business. ➧ Overdraft facility is normally approved to bridge the short-term cash deficit that arises in businesses between receipt of funds from debtors/receivables, cash sales and the disbursement of funds to creditors/payables and expenses. ➧ Overdraft facility shall be availed to customers who are engaged in businesses with a short cash flow cycle. ➧ Overdraft facility is an open credit facility that shall be availed for a maximum period of one year and reviewed every year.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,,FALSE,,0
Diaspora-Deposit-Account(DDA),Diaspora Deposit Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,Interest-earning foreign currency deposit account tailored to the Ethiopian Diaspora community,,FALSE,0,targeted,14,,,,FALSE,E,,0,,,Saving,,"•	Ethiopians living abroad for more than one year and Ethiopians by birth but having different nationality",FALSE,,
Bunna-ordinary-saving-account(BOSA)_,Bunna ordinary saving account,,Bunna Bank,0,,,,,,,TRUE,,,,Yearly,ordinary saving account,,FALSE,0,Standard,0,,,,FALSE,gm5q5dhy,,0,,,Saving,,Regular,FALSE,,
AFLA(youth)saving-account(AYSA),AFLA(youth)saving account,,Bank of Abyssinia,0,,,,,,,TRUE,,,,Yearly,"encourage the culture of saving within the youth. By saving with the Afla account, you can concentrate on building your own success from an early age and plant your future years ahead",,FALSE,0,Standard,0,,,,FALSE,g,,0,,,Saving,,Youth,FALSE,,
Mortgage-Loan(ML),Mortgage Loan,,Tsehay Bank,0,,,,,0,,FALSE, a type of loan used to purchase a completed home and maintain or finish an unfinished home. ,0,,Monthly, a type of loan used to purchase a completed home and maintain or finish an unfinished home. ,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,"To be eligible, the account holder is expected to deposit at least for one year. If the customer is willing to deposit the expected amount at once, the Bank may consider a period shorter than one year; yet the customer is expected to deposit the fund at least for six months",FALSE,,0
Import-Letter-of-Credit-Settlement-Loan(ILCL),Import Letter of Credit Settlement Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,Import Letter of Credit Settlement Loan is a form of a loan extended to a borrower by converting the outstanding import letter of credit document’s value either to a merchandise loan facility or to a term loan upon the fulfillment of the required eligibility criteria for a maximum period of one year when a customer is unable to clear the L/C documents due to shortage of cash flow.  Such loans are not allowed to a customer for more than two times a year,0,,Monthly,Import Letter of Credit Settlement Loan is a form of a loan extended to a borrower by converting the outstanding import letter of credit document’s value either to a merchandise loan facility or to a term loan upon the fulfillment of the required eligibility criteria for a maximum period of one year when a customer is unable to clear the L/C documents due to shortage of cash flow.  Such loans are not allowed to a customer for more than two times a year,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,"•	The customer’s credit risk shall be grades 1, 2, or 3. •	Only import letter of credits opened at by the bank shall be financed. •	The applicant should not have any other unsettled long outstanding LC. The customer shall apply for the loan within five days after the bank advised the arrival of a letter of credit documents.",FALSE,,0
Credit-Guarantee-for-Women(CGW),Credit Guarantee for Women,,Enat Bank,0,,,,,0,,FALSE,"This platform is a unique credit guarantee resource mobilization platform dedicated to creating access to finance for women in business. Through this initiative, the bank launched three collateral guarantee fund platforms, inviting voluntary individuals, institutions, CSOs, and the general public to participate in supporting eligible women entrepreneurs who cannot offer collateral for loan requests. These aspiring women, as individuals or groups are chosen by the depositors themselves. Enat Bank facilitates this process, acting on behalf of the depositors. Moreover, the guarantee fund extends its women currently on the loan waiting list also become eligible for under this scheme, further accelerating their access to finance and growth opportunities.",0,,Monthly,"This platform is a unique credit guarantee resource mobilization platform dedicated to creating access to finance for women in business. Through this initiative, the bank launched three collateral guarantee fund platforms, inviting voluntary individuals, institutions, CSOs, and the general public to participate in supporting eligible women entrepreneurs who cannot offer collateral for loan requests. These aspiring women, as individuals or groups are chosen by the depositors themselves. Enat Bank facilitates this process, acting on behalf of the depositors. Moreover, the guarantee fund extends its women currently on the loan waiting list also become eligible for under this scheme, further accelerating their access to finance and growth opportunities.",0,FALSE,0,Credit category1,0,0,FALSE,0,TRUE,O,,0,,,Credit,,women,FALSE,,0
SSAE,Special Saving Account for Elders,,Awash International Bank,0,,,,,,,TRUE,,,,Yearly,eldery saving,,FALSE,0,targeted,0,,,,FALSE,,,0,,,Saving,,elder,FALSE,,
Deposit-Account-for-Saving-and-Credit-Cooperatives-and-other-Associations(DASCCA)),Deposit Account for Saving and Credit Cooperatives and other Associations,,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,This product from Tsehay Bank allows cooperatives and other groups to save money and get higher interest rates until they use the funds for various purposes and /or investments,,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Cooperatives and other eligible Associations,FALSE,,
Short-Term-Loan(STL),Short Term Loan,,Tsehay Bank,0,,,,,0,,FALSE,Short-Term Loans are granted to finance the working capital needs and/or to address other short-term financial constraints of the business,0,,Monthly,➧ Short-term loans shall be extended to the customers to be repaid within a maximum period of one year,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,Regular ,FALSE,,0
TILA-(TSILAL)-SAVING-ACCOUNT(TSA),TILA (TSILAL) SAVING ACCOUNT,,Wegagen Bank,0,,,,,,,FALSE,,,,Yearly,It is a special saving account which offers a credit for saving scheme to purchase real estate,,FALSE,0,targeted,-15,,,,FALSE,h,,0,,,Saving,,Regular,FALSE,,
Executive-Special(ES),Executive Special,,NIB INTERNATIONAL BANK,10000,,,,,,,TRUE,,,,Yearly,Executive deposit account is an account established for senior executives and higher officials or general managers of various organizations.,,FALSE,10000,targeted,0,,,,FALSE,,,0,,,Saving,,"senior executives and higher officials or general managers of various organizations.Administrators of various companies such as; Cooperatives, Associations, Unions, organizations ( private, government and Non-Governmental), share companies ",FALSE,,
